"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q646","No, You don't need a title. You got class all over
you.","['No,', ""You don't need a title. You got class all over\nyou.""]","[[81084, 81087], [81106, 81157]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","said the count","[[], ['You', 'You', 'you']]","[[], [[81106, 81109], [81130, 81133], [81153, 81156]]]","[[], [['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley']]]"
"Q647","Thanks. Awfully decent of you.","['Thanks. Awfully decent of you.']","[[81161, 81191]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[['you']]","[[[81187, 81190]]]","[[['Count Mippipopolous']]]"
"Q648","I'm not joking you, You got the most
class of anybody I ever seen. You got it. That's all.","[""I'm not joking you,"", ""You got the most\nclass of anybody I ever seen. You got it. That's all.""]","[[81195, 81214], [81250, 81320]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","the count blew a cloud of smoke","[['you'], ['You', 'You']]","[[[81210, 81213]], [[81250, 81253], [81297, 81300]]]","[[['Brett Ashley']], [['Brett Ashley'], ['Brett Ashley']]]"
"Q649","Nice of you, Mummy would be pleased. Couldn't you write
it out, and I'll send it in a letter to her.","['Nice of you,', ""Mummy would be pleased. Couldn't you write\nit out, and I'll send it in a letter to her.""]","[[81324, 81336], [81351, 81438]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","said Brett","[['you'], ['you']]","[[[81332, 81335]], [[81384, 81387]]]","[[['Count Mippipopolous']], [['Count Mippipopolous']]]"
"Q650","I'd tell her, too, I'm not joking you. I never joke
people. Joke people and you make enemies. That's what I always say.","[""I'd tell her, too,"", ""I'm not joking you. I never joke\npeople. Joke people and you make enemies. That's what I always say.""]","[[81442, 81460], [81479, 81579]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","said the count","[['her'], ['you']]","[[[81451, 81454]], [[81494, 81497]]]","[[['Brett Ashley']], [['Brett Ashley']]]"
"Q651","You're right, You're terribly right. I always joke people
and I haven't a friend in the world. Except Jake here.","[""You're right,"", ""You're terribly right. I always joke people\nand I haven't a friend in the world. Except Jake here.""]","[[81583, 81596], [81611, 81709]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","Brett said","[['You'], ['You', 'Jake']]","[[[81583, 81586]], [[81611, 81614], [81699, 81703]]]","[[['Count Mippipopolous']], [['Count Mippipopolous'], ['Jake Barnes']]]"
"Q652","You don't joke him.","[""You don't joke him.""]","[[81713, 81732]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['You', 'him']]","[[[81713, 81716], [81728, 81731]]]","[[['Brett Ashley'], ['Jake Barnes']]]"
"Q653","That's it.","[""That's it.""]","[[81736, 81746]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[[]]","[[]]","[[]]"
"Q654","Do you, now? Do you joke him?","['Do you, now?', 'Do you joke him?']","[[81750, 81762], [81782, 81798]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","asked the count","[['you'], ['you', 'him']]","[[[81753, 81756]], [[81785, 81788], [81794, 81797]]]","[[['Brett Ashley']], [['Brett Ashley'], ['Jake Barnes']]]"
"Q655","No, I wouldn't joke him.","['No,', ""I wouldn't joke him.""]","[[81863, 81866], [81879, 81899]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Anaphoric","she said","[[], ['him']]","[[], [[81895, 81898]]]","[[], [['Jake Barnes']]]"
"Q656","See, You don't joke him.","['See,', ""You don't joke him.""]","[[81903, 81907], [81926, 81945]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","said the count","[[], ['You', 'him']]","[[], [[81926, 81929], [81941, 81944]]]","[[], [['Brett Ashley'], ['Jake Barnes']]]"
"Q657","This is a hell of a dull talk, How about some of that
champagne?","['This is a hell of a dull talk,', 'How about some of that\nchampagne?']","[[81949, 81979], [81994, 82027]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","Brett said","[[], []]","[[], []]","[[], []]"
"Q658","It
isn't cold, yet. You're always drinking, my dear. Why don't you just
talk?","[""It\nisn't cold, yet. You're always drinking, my dear. Why don't you just\ntalk?""]","[[82099, 82176]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['You', 'my dear', 'you']]","[[[82119, 82122], [82143, 82150], [82162, 82165]]]","[[['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley']]]"
"Q659","I've talked too ruddy much. I've talked myself all out to Jake.","[""I've talked too ruddy much. I've talked myself all out to Jake.""]","[[82180, 82243]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[['Jake']]","[[[82238, 82242]]]","[[['Jake Barnes']]]"
"Q660","I should like to hear you really talk, my dear. When you talk to me you
never finish your sentences at all.","['I should like to hear you really talk, my dear. When you talk to me you\nnever finish your sentences at all.']","[[82247, 82354]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['you', 'my dear', 'you', 'you', 'your']]","[[[82269, 82272], [82286, 82293], [82300, 82303], [82315, 82318], [82332, 82336]]]","[[['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley']]]"
"Q661","Leave 'em for you to finish. Let any one finish them as they like.","[""Leave 'em for you to finish. Let any one finish them as they like.""]","[[82358, 82424]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[['you']]","[[[82372, 82375]]]","[[['Count Mippipopolous']]]"
"Q662","It is a very interesting system, Still I would like to hear you talk some time.","['It is a very interesting system,', 'Still I would like to hear you talk some time.']","[[82428, 82460], [82516, 82562]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","the count reached down","[[], ['you']]","[[], [[82543, 82546]]]","[[], [['Brett Ashley']]]"
"Q663","Isn't he a fool?","[""Isn't he a fool?""]","[[82566, 82582]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","Brett asked","[['he']]","[[[82572, 82574]]]","[[['Count Mippipopolous']]]"
"Q664","Now, I think this is cool.","['Now,', 'I think this is cool.']","[[82599, 82603], [82637, 82658]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","the count brought up","[[], []]","[[], []]","[[], []]"
"Q665","I like to
drink champagne from magnums. The wine is better but it would have been
too hard to cool.","['I like to\ndrink champagne from magnums. The wine is better but it would have been\ntoo hard to cool.']","[[82724, 82823]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[[]]","[[]]","[[]]"
"Q666","I say. You might open it,","['I say. You might open it,']","[[82885, 82910]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","Brett suggested","[['You']]","[[[82892, 82895]]]","[[['Count Mippipopolous']]]"
"Q667","Yes, my dear. Now I'll open it.","[""Yes, my dear. Now I'll open it.""]","[[82931, 82962]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['my dear']]","[[[82936, 82943]]]","[[['Brett Ashley']]]"
"Q668","I say that is wine,","['I say that is wine,']","[[82993, 83012]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[[]]","[[]]","[[]]"
"Q669","We ought to toast
something. 'Here's to royalty.'","[""We ought to toast\nsomething. 'Here's to royalty.'""]","[[83040, 83089]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[['We']]","[[[83040, 83042]]]","[[['Jake Barnes', 'Count Mippipopolous', 'Brett Ashley']]]"
"Q670","This wine is too good for toast-drinking, my dear. You don't want to
mix emotions up with a wine like that. You lose the taste.","[""This wine is too good for toast-drinking, my dear. You don't want to\nmix emotions up with a wine like that. You lose the taste.""]","[[83093, 83220]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['my dear', 'You', 'You']]","[[[83135, 83142], [83144, 83147], [83201, 83204]]]","[[['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley']]]"
"Q671","You ought to write a book on wines, count,","['You ought to write a book on wines, count,']","[[83250, 83292]]","Jake Barnes","['Count Mippipopolous', 'Brett Ashley']","Anaphoric","I said","[['You', 'count']]","[[[83250, 83253], [83286, 83291]]]","[[['Count Mippipopolous'], ['Count Mippipopolous']]]"
"Q672","Mr. Barnes, all I want out of wines is to enjoy
them.","['Mr. Barnes,', 'all I want out of wines is to enjoy\nthem.']","[[83304, 83315], [83338, 83379]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","answered the count","[['Mr. Barnes'], []]","[[[83304, 83314]], []]","[[['Jake Barnes']], []]"
"Q673","Let's enjoy a little more of this,","[""Let's enjoy a little more of this,""]","[[83383, 83417]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[[""'s""]]","[[[83386, 83388]]]","[[['Jake Barnes', 'Count Mippipopolous', 'Brett Ashley']]]"
"Q674","There, my dear. Now you enjoy that slowly,
and then you can get drunk.","['There, my dear. Now you enjoy that slowly,\nand then you can get drunk.']","[[83485, 83555]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['my dear', 'you', 'you']]","[[[83492, 83499], [83505, 83508], [83537, 83540]]]","[[['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley']]]"
"Q675","Drunk? Drunk?","['Drunk? Drunk?']","[[83559, 83572]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[[]]","[[]]","[[]]"
"Q676","My dear, you are charming when you are drunk.","['My dear, you are charming when you are drunk.']","[[83576, 83621]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['My dear', 'you', 'you']]","[[[83576, 83583], [83585, 83588], [83607, 83610]]]","[[['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley']]]"
"Q677","Listen to the man.","['Listen to the man.']","[[83625, 83643]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[['the man']]","[[[83635, 83642]]]","[[['Count Mippipopolous']]]"
"Q678","Mr. Barnes, She is the only lady I
have ever known who was as charming when she was drunk as when she was
sober.","['Mr. Barnes,', 'She is the only lady I\nhave ever known who was as charming when she was drunk as when she was\nsober.']","[[83647, 83658], [83693, 83793]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","the count poured","[['Mr. Barnes'], ['She', 'she', 'she']]","[[[83647, 83657]], [[83693, 83696], [83757, 83760], [83779, 83782]]]","[[['Jake Barnes']], [['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley']]]"
"Q679","You haven't been around much, have you?","[""You haven't been around much, have you?""]","[[83797, 83836]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[['You', 'you']]","[[[83797, 83800], [83832, 83835]]]","[[['Count Mippipopolous'], ['Count Mippipopolous']]]"
"Q680","Yes, my dear. I have been around very much. I have been around a very
great deal.","['Yes, my dear. I have been around very much. I have been around a very\ngreat deal.']","[[83840, 83921]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['my dear']]","[[[83845, 83852]]]","[[['Brett Ashley']]]"
"Q681","Drink your wine, We've all been around. I dare say Jake
here has seen as much as you have.","['Drink your wine,', ""We've all been around. I dare say Jake\nhere has seen as much as you have.""]","[[83925, 83941], [83956, 84029]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","said Brett","[['your'], ['We', 'Jake', 'you']]","[[[83931, 83935]], [[83956, 83958], [83990, 83994], [84020, 84023]]]","[[['Count Mippipopolous']], [['Brett Ashley', 'Count Mippipopolous', 'Jake Barnes'], ['Jake Barnes'], ['Count Mippipopolous']]]"
"Q682","My dear, I am sure Mr. Barnes has seen a lot. Don't think I don't think
so, sir. I have seen a lot, too.","[""My dear, I am sure Mr. Barnes has seen a lot. Don't think I don't think\nso, sir. I have seen a lot, too.""]","[[84033, 84137]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['My dear', 'Mr. Barnes', 'sir']]","[[[84033, 84040], [84052, 84062], [84109, 84112]]]","[[['Brett Ashley'], ['Jake Barnes'], ['Jake Barnes']]]"
"Q683","Of course you have, my dear, I was only ragging.","['Of course you have, my dear,', 'I was only ragging.']","[[84141, 84169], [84184, 84203]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","Brett said","[['you', 'my dear'], []]","[[[84151, 84154], [84161, 84168]], []]","[[['Count Mippipopolous'], ['Count Mippipopolous']], []]"
"Q684","I have been in seven wars and four revolutions,","['I have been in seven wars and four revolutions,']","[[84207, 84254]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","the count said","[[]]","[[]]","[[]]"
"Q685","Soldiering?","['Soldiering?']","[[84274, 84285]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","Brett asked","[[]]","[[]]","[[]]"
"Q686","Sometimes, my dear. And I have got arrow wounds. Have you ever seen
arrow wounds?","['Sometimes, my dear. And I have got arrow wounds. Have you ever seen\narrow wounds?']","[[84302, 84383]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['my dear', 'you']]","[[[84313, 84320], [84356, 84359]]]","[[['Brett Ashley'], ['Brett Ashley']]]"
"Q687","Let's have a look at them.","[""Let's have a look at them.""]","[[84387, 84413]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[[""'s""]]","[[[84390, 84392]]]","[[['Jake Barnes', 'Brett Ashley']]]"
"Q688","You see them?","['You see them?']","[[84601, 84614]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['You']]","[[[84601, 84604]]]","[[['Brett Ashley']]]"
"Q689","See
on the back where they come out.","['See\non the back where they come out.']","[[84685, 84721]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[[]]","[[]]","[[]]"
"Q690","I say. Those are something.","['I say. Those are something.']","[[84807, 84834]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[[]]","[[]]","[[]]"
"Q691","Clean through.","['Clean through.']","[[84838, 84852]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[[]]","[[]]","[[]]"
"Q692","Where did you get those?","['Where did you get those?']","[[84893, 84917]]","Jake Barnes","['Count Mippipopolous', 'Brett Ashley']","Anaphoric","I asked","[['you']]","[[[84903, 84906]]]","[[['Count Mippipopolous']]]"
"Q693","In Abyssinia. When I was twenty-one years old.","['In Abyssinia. When I was twenty-one years old.']","[[84930, 84976]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[[]]","[[]]","[[]]"
"Q694","What were you doing? Were you in the army?","['What were you doing?', 'Were you in the army?']","[[84980, 85000], [85016, 85037]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","asked Brett","[['you'], ['you']]","[[[84990, 84993]], [[85021, 85024]]]","[[['Count Mippipopolous']], [['Count Mippipopolous']]]"
"Q695","I was on a business trip, my dear.","['I was on a business trip, my dear.']","[[85041, 85075]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['my dear']]","[[[85067, 85074]]]","[[['Brett Ashley']]]"
"Q696","I told you he was one of us. Didn't I?","[""I told you he was one of us. Didn't I?""]","[[85079, 85117]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[['you', 'he']]","[[[85086, 85089], [85090, 85092]]]","[[['Jake Barnes'], ['Count Mippipopolous']]]"
"Q697","I love
you, count. You're a darling.","[""I love\nyou, count. You're a darling.""]","[[85140, 85176]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[['you', 'count', 'You']]","[[[85147, 85150], [85152, 85157], [85159, 85162]]]","[[['Count Mippipopolous'], ['Count Mippipopolous'], ['Count Mippipopolous']]]"
"Q698","You make me very happy, my dear. But it isn't true.","[""You make me very happy, my dear. But it isn't true.""]","[[85180, 85231]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['You', 'my dear']]","[[[85180, 85183], [85204, 85211]]]","[[['Brett Ashley'], ['Brett Ashley']]]"
"Q699","Don't be an ass.","[""Don't be an ass.""]","[[85235, 85251]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[[]]","[[]]","[[]]"
"Q700","You see, Mr. Barnes, it is because I have lived very much that now I
can enjoy everything so well. Don't you find it like that?","[""You see, Mr. Barnes, it is because I have lived very much that now I\ncan enjoy everything so well. Don't you find it like that?""]","[[85255, 85382]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['You', 'Mr. Barnes', 'you']]","[[[85255, 85258], [85264, 85274], [85360, 85363]]]","[[['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes']]]"
"Q701","Yes. Absolutely.","['Yes. Absolutely.']","[[85386, 85402]]","Jake Barnes","['Count Mippipopolous', 'Brett Ashley']","Implicit","nan","[[]]","[[]]","[[]]"
"Q702","I know, That is the secret. You must get to know the
values.","['I know,', 'That is the secret. You must get to know the\nvalues.']","[[85406, 85413], [85432, 85484]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","said the count","[[], ['You']]","[[], [[85452, 85455]]]","[[], [['Jake Barnes', 'Brett Ashley']]]"
"Q703","Doesn't anything ever happen to your values?","[""Doesn't anything ever happen to your values?""]","[[85488, 85532]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","Brett asked","[['your']]","[[[85520, 85524]]]","[[['Count Mippipopolous']]]"
"Q704","No. Not any more.","['No. Not any more.']","[[85549, 85566]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[[]]","[[]]","[[]]"
"Q705","Never fall in love?","['Never fall in love?']","[[85570, 85589]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[[]]","[[]]","[[]]"
"Q706","Always, I am always in love.","['Always,', 'I am always in love.']","[[85593, 85600], [85619, 85639]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","said the count","[[], []]","[[], []]","[[], []]"
"Q707","What does that do to your values?","['What does that do to your values?']","[[85643, 85676]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[['your']]","[[[85664, 85668]]]","[[['Count Mippipopolous']]]"
"Q708","That, too, has got a place in my values.","['That, too, has got a place in my values.']","[[85680, 85720]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[[]]","[[]]","[[]]"
"Q709","You haven't any values. You're dead, that's all.","[""You haven't any values. You're dead, that's all.""]","[[85724, 85772]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[['You', 'You']]","[[[85724, 85727], [85748, 85751]]]","[[['Count Mippipopolous'], ['Count Mippipopolous']]]"
"Q710","No, my dear. You're not right. I'm not dead at all.","[""No, my dear. You're not right. I'm not dead at all.""]","[[85776, 85827]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['my dear', 'You']]","[[[85780, 85787], [85789, 85792]]]","[[['Brett Ashley'], ['Brett Ashley']]]"
"Q711","Where would you like to go?","['Where would you like to go?']","[[86120, 86147]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","asked the count","[['you']]","[[[86132, 86135]]]","[[['Jake Barnes', 'Brett Ashley']]]"
"Q712","We might go up on the hill, Haven't we had a splendid
party?","['We might go up on the hill,', ""Haven't we had a splendid\nparty?""]","[[86306, 86333], [86348, 86380]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","Brett said","[['We'], ['we']]","[[[86306, 86308]], [[86356, 86358]]]","[[['Jake Barnes', 'Count Mippipopolous', 'Brett Ashley']], [['Jake Barnes', 'Count Mippipopolous', 'Brett Ashley']]]"
"Q713","You are very nice people, Why
don't you get married, you two?","['You are very nice people,', ""Why\ndon't you get married, you two?""]","[[86427, 86452], [86494, 86529]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","he said","[['You'], ['you', 'you']]","[[[86427, 86430]], [[86504, 86507], [86521, 86524]]]","[[['Jake Barnes', 'Brett Ashley']], [['Jake Barnes', 'Brett Ashley'], ['Jake Barnes', 'Brett Ashley']]]"
"Q714","We want to lead our own lives,","['We want to lead our own lives,']","[[86533, 86563]]","Jake Barnes","['Count Mippipopolous', 'Brett Ashley']","Anaphoric","I said","[['We']]","[[[86533, 86535]]]","[[['Jake Barnes', 'Brett Ashley']]]"
"Q715","We have our careers, Come on. Let's get out of this.","['We have our careers,', ""Come on. Let's get out of this.""]","[[86575, 86595], [86610, 86641]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","Brett said","[['We'], [""'s""]]","[[[86575, 86577]], [[86622, 86624]]]","[[['Jake Barnes', 'Brett Ashley']], [['Jake Barnes', 'Count Mippipopolous', 'Brett Ashley']]]"
"Q716","Have another brandy,","['Have another brandy,']","[[86645, 86665]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","the count said","[[]]","[[]]","[[]]"
"Q717","Get it on the hill.","['Get it on the hill.']","[[86685, 86704]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Implicit","nan","[[]]","[[]]","[[]]"
"Q718","No. Have it here where it is quiet.","['No. Have it here where it is quiet.']","[[86708, 86743]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[[]]","[[]]","[[]]"
"Q719","You and your quiet, What is it men feel about quiet?","['You and your quiet,', 'What is it men feel about quiet?']","[[86747, 86766], [86781, 86813]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","said Brett","[['You', 'your'], []]","[[[86747, 86750], [86755, 86759]], []]","[[['Count Mippipopolous'], ['Count Mippipopolous']], []]"
"Q720","We like it, Like you like noise, my dear.","['We like it,', 'Like you like noise, my dear.']","[[86817, 86828], [86847, 86876]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley']","Anaphoric","said the count","[[], ['you', 'my dear']]","[[], [[86852, 86855], [86868, 86875]]]","[[], [['Brett Ashley'], ['Brett Ashley']]]"
"Q721","All right, Let's have one.","['All right,', ""Let's have one.""]","[[86880, 86890], [86905, 86920]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous']","Explicit","said Brett","[[], [""'s""]]","[[], [[86908, 86910]]]","[[], [['Jake Barnes', 'Count Mippipopolous', 'Brett Ashley']]]"
"Q722","Sommelier!","['Sommelier!']","[[86924, 86934]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley', 'Sommelier']","Anaphoric","the count called","[['Sommelier']]","[[[86924, 86933]]]","[[['Sommelier']]]"
"Q723","Yes, sir.","['Yes, sir.']","[[86956, 86965]]","Sommelier","['Jake Barnes', 'Count Mippipopolous', 'Brett Ashley']","Implicit","nan","[['sir']]","[[[86961, 86964]]]","[[['Count Mippipopolous']]]"
"Q724","What is the oldest brandy you have?","['What is the oldest brandy you have?']","[[86969, 87004]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley', 'Sommelier']","Implicit","nan","[['you']]","[[[86995, 86998]]]","[[['Sommelier']]]"
"Q725","Eighteen eleven, sir.","['Eighteen eleven, sir.']","[[87008, 87029]]","Sommelier","['Jake Barnes', 'Count Mippipopolous', 'Brett Ashley']","Implicit","nan","[['sir']]","[[[87025, 87028]]]","[[['Count Mippipopolous']]]"
"Q726","Bring us a bottle.","['Bring us a bottle.']","[[87033, 87051]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley', 'Sommelier']","Implicit","nan","[['us']]","[[[87039, 87041]]]","[[['Jake Barnes', 'Count Mippipopolous', 'Brett Ashley']]]"
"Q727","I say. Don't be ostentatious. Call him off, Jake.","[""I say. Don't be ostentatious. Call him off, Jake.""]","[[87055, 87104]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous', 'Sommelier']","Implicit","nan","[['him', 'Jake']]","[[[87090, 87093], [87099, 87103]]]","[[['Count Mippipopolous'], ['Jake Barnes']]]"
"Q728","Listen, my dear. I get more value for my money in old brandy than in
any other antiquities.","['Listen, my dear. I get more value for my money in old brandy than in\nany other antiquities.']","[[87108, 87199]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley', 'Sommelier']","Implicit","nan","[['my dear']]","[[[87116, 87123]]]","[[['Brett Ashley']]]"
"Q729","Got many antiquities?","['Got many antiquities?']","[[87203, 87224]]","Brett Ashley","['Jake Barnes', 'Count Mippipopolous', 'Sommelier']","Implicit","nan","[[]]","[[]]","[[]]"
"Q730","I got a houseful.","['I got a houseful.']","[[87228, 87245]]","Count Mippipopolous","['Jake Barnes', 'Brett Ashley', 'Sommelier']","Implicit","nan","[[]]","[[]]","[[]]"
"Q731","Hahre you?","['Hahre you?']","[[87527, 87537]]","The Drummer","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[['you']]","[[[87533, 87536]]]","[[['Brett Ashley']]]"
"Q732","Great.","['Great.']","[[87541, 87547]]","Brett Ashley","['Jake Barnes', 'The Drummer']","Implicit","nan","[[]]","[[]]","[[]]"
"Q733","Thaats good.","['Thaats good.']","[[87551, 87563]]","The Drummer","['Jake Barnes', 'Brett Ashley']","Implicit","nan","[[]]","[[]]","[[]]"
"Q734","He's a great friend of mine, Damn good drummer.","[""He's a great friend of mine,"", 'Damn good drummer.']","[[87595, 87623], [87638, 87656]]","Brett Ashley","['Jake Barnes', 'The Drummer']","Explicit","Brett said","[['He'], ['Damn good drummer']]","[[[87595, 87597]], [[87638, 87655]]]","[[['The Drummer']], [['The Drummer']]]"
"Q735","Let's go over.","[""Let's go over.""]","[[87869, 87883]]","Jake Barnes","['Brett Ashley']","Implicit","nan","[[""'s""]]","[[[87872, 87874]]]","[[['Jake Barnes', 'Brett Ashley']]]"
"Q736","You are a rotten dancer, Jake. Michael's the best dancer I know.","[""You are a rotten dancer, Jake. Michael's the best dancer I know.""]","[[87979, 88043]]","Brett Ashley","['Jake Barnes']","Implicit","nan","[['You', 'Jake', 'Michael']]","[[[87979, 87982], [88004, 88008], [88010, 88017]]]","[[['Jake Barnes'], ['Jake Barnes'], ['Mike Campbell']]]"
"Q737","He's splendid.","[""He's splendid.""]","[[88047, 88061]]","Jake Barnes","['Brett Ashley']","Implicit","nan","[['He']]","[[[88047, 88049]]]","[[['Mike Campbell']]]"
"Q738","He's got his points.","[""He's got his points.""]","[[88065, 88085]]","Brett Ashley","['Jake Barnes']","Implicit","nan","[['He', 'his']]","[[[88065, 88067], [88074, 88077]]]","[[['Mike Campbell'], ['Mike Campbell']]]"
"Q739","I like him, I'm damned fond of him.","['I like him,', ""I'm damned fond of him.""]","[[88089, 88100], [88111, 88134]]","Jake Barnes","['Brett Ashley']","Anaphoric","I said","[['him'], ['him']]","[[[88096, 88099]], [[88130, 88133]]]","[[['Mike Campbell']], [['Mike Campbell']]]"
"Q740","I'm going to marry him, Funny. I haven't thought about
him for a week.","[""I'm going to marry him,"", ""Funny. I haven't thought about\nhim for a week.""]","[[88138, 88161], [88176, 88222]]","Brett Ashley","['Jake Barnes']","Explicit","Brett said","[['him'], ['him']]","[[[88157, 88160]], [[88207, 88210]]]","[[['Mike Campbell']], [['Mike Campbell']]]"
"Q741","Don't you write him?","[""Don't you write him?""]","[[88226, 88246]]","Jake Barnes","['Brett Ashley']","Implicit","nan","[['you', 'him']]","[[[88232, 88235], [88242, 88245]]]","[[['Brett Ashley'], ['Mike Campbell']]]"
