"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q120","A barrowful will do, to begin with.","['A barrowful will do, to begin with.']","[[41358, 41393]]","The White Rabbit","['Pat', 'Bill', 'Alice']","Explicit","the Rabbit say","[[]]","[[]]","[[]]"
"Q121","A barrowful of _what?_","['A barrowful of _what?_']","[[41397, 41419]]","Alice","[]","Explicit","thought Alice","[[]]","[[]]","[[]]"
"Q122","I'll put a stop to
this,","[""I'll put a stop to\nthis,""]","[[41585, 41609]]","Alice","['Alice']","Anaphoric","she said to herself","[[]]","[[]]","[[]]"
"Q123","You'd better not do that
again!","[""You'd better not do that\nagain!""]","[[41650, 41681]]","Alice","['Pat', 'Bill', 'The White Rabbit']","Anaphoric","she said to herself and shouted out","[['You']]","[[[41650, 41653]]]","[[['Pat', 'Bill', 'The White Rabbit']]]"
"Q124","If I eat one of these cakes, it's sure to make
_some_ change in my size; and as it can't possibly make me larger, it
must make me smaller, I suppose.","['If I eat one of these cakes,', ""it's sure to make\n_some_ change in my size; and as it can't possibly make me larger, it\nmust make me smaller, I suppose.""]","[[41871, 41899], [41915, 42035]]","Alice","[]","Anaphoric","she thought","[[], []]","[[], []]","[[], []]"
"Q125","The first thing I've got to do, is to grow to my right size again; and the
second thing is to find my way into that lovely garden. I think that
will be the best plan.","[""The first thing I've got to do,"", 'is to grow to my right size again; and the\nsecond thing is to find my way into that lovely garden. I think that\nwill be the best plan.']","[[42555, 42586], [42647, 42781]]","Alice","['Alice']","Explicit","said Alice to herself","[[], []]","[[], []]","[[], []]"
"Q126","Poor little
thing!","['Poor little\nthing!']","[[43198, 43216]]","Alice","['An Enormous Puppy']","Explicit","said Alice","[['Poor little\nthing']]","[[[43198, 43215]]]","[[['An Enormous Puppy']]]"
"Q127","And yet what a dear little puppy it was! I should have liked teaching it tricks very much, if--if I'd
only been the right size to do it! Oh dear! I'd nearly forgotten that
I've got to grow up again! Let me see--how _is_ it to be managed? I
suppose I ought to eat or drink something or other; but the great
question is, what?","['And yet what a dear little puppy it was!', ""I should have liked teaching it tricks very much, if--if I'd\nonly been the right size to do it! Oh dear! I'd nearly forgotten that\nI've got to grow up again! Let me see--how _is_ it to be managed? I\nsuppose I ought to eat or drink something or other; but the great\nquestion is, what?""]","[[44578, 44618], [44726, 45009]]","Alice","[]","Explicit","said Alice","[['it'], ['it']]","[[[44611, 44613]], [[44755, 44757]]]","[[['An Enormous Puppy']], [['An Enormous Puppy']]]"
"Q128","Who are _you?_","['Who are _you?_']","[[45961, 45975]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[['you']]","[[[45970, 45973]]]","[[['Alice']]]"
"Q129","I--I hardly know, sir, just at present--at least I know
who I _was_ when I got up this morning, but I think I must have been
changed several times since then.","['I--I hardly know, sir, just at present--at least I know\nwho I _was_ when I got up this morning, but I think I must have been\nchanged several times since then.']","[[46086, 46244]]","Alice","['The Caterpillar']","Explicit","Alice replied","[['sir']]","[[[46104, 46107]]]","[[['The Caterpillar']]]"
"Q130","What do you mean by that? Explain
yourself!","['What do you mean by that?', 'Explain\nyourself!']","[[46248, 46273], [46306, 46323]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[['you'], []]","[[[46256, 46259]], []]","[[['Alice']], []]"
"Q131","I can't explain _myself_, I'm afraid, sir, because I'm
not myself, you see.","[""I can't explain _myself_, I'm afraid, sir,"", ""because I'm\nnot myself, you see.""]","[[46327, 46369], [46384, 46416]]","Alice","['The Caterpillar']","Explicit","said Alice","[[], ['you']]","[[], [[46408, 46411]]]","[[], [['The Caterpillar']]]"
"Q132","I don't see,","[""I don't see,""]","[[46420, 46432]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[]]","[[]]","[[]]"
"Q133","I'm afraid I can't put it more clearly, for I can't understand it myself to begin with; and being so many
different sizes in a day is very confusing.","[""I'm afraid I can't put it more clearly,"", ""for I can't understand it myself to begin with; and being so many\ndifferent sizes in a day is very confusing.""]","[[46458, 46497], [46529, 46638]]","Alice","['The Caterpillar']","Explicit","Alice replied","[[], []]","[[], []]","[[], []]"
"Q134","It isn't,","[""It isn't,""]","[[46642, 46651]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[]]","[[]]","[[]]"
"Q135","Well, perhaps you haven't found it so yet, but when you
have to turn into a chrysalis--you will some day, you know--and then
after that into a butterfly, I should think you'll feel it a little
queer, won't you?","[""Well, perhaps you haven't found it so yet,"", ""but when you\nhave to turn into a chrysalis--you will some day, you know--and then\nafter that into a butterfly, I should think you'll feel it a little\nqueer, won't you?""]","[[46677, 46719], [46734, 46901]]","Alice","['The Caterpillar']","Explicit","said Alice","[['you'], ['you', 'you', 'you', 'you', 'you']]","[[[46691, 46694]], [[46743, 46746], [46778, 46781], [46797, 46800], [46860, 46863], [46897, 46900]]]","[[['The Caterpillar']], [['The Caterpillar'], ['The Caterpillar'], ['The Caterpillar'], ['The Caterpillar'], ['The Caterpillar']]]"
"Q136","Not a bit,","['Not a bit,']","[[46905, 46915]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[]]","[[]]","[[]]"
"Q137","Well, perhaps your feelings may be different, all I know
is, it would feel very queer to _me_.","['Well, perhaps your feelings may be different,', 'all I know\nis, it would feel very queer to _me_.']","[[46941, 46986], [47001, 47049]]","Alice","['The Caterpillar']","Explicit","said Alice","[['your'], []]","[[[46955, 46959]], []]","[[['The Caterpillar']], []]"
"Q138","You! Who are _you?_","['You!', 'Who are _you?_']","[[47053, 47057], [47097, 47111]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[['You'], ['you']]","[[[47053, 47056]], [[47106, 47109]]]","[[['Alice']], [['Alice']]]"
"Q139","I
think, you ought to tell me who _you_ are, first.","['I\nthink, you ought to tell me who _you_ are, first.']","[[47316, 47367]]","Alice","['The Caterpillar']","Anaphoric","she drew herself up and said","[['you', 'you']]","[[[47325, 47328], [47351, 47354]]]","[[['The Caterpillar'], ['The Caterpillar']]]"
"Q140","Why?","['Why?']","[[47371, 47375]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[]]","[[]]","[[]]"
"Q141","Come back! I've something
important to say!","['Come back!', ""I've something\nimportant to say!""]","[[47578, 47588], [47625, 47657]]","The Caterpillar","['Alice']","Explicit","the Caterpillar called","[[], []]","[[], []]","[[], []]"
"Q142","Keep your temper,","['Keep your temper,']","[[47731, 47748]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[['your']]","[[[47736, 47740]]]","[[['Alice']]]"
"Q143","Is that all?","['Is that all?']","[[47774, 47786]]","Alice","['The Caterpillar']","Explicit","said Alice","[[]]","[[]]","[[]]"
"Q144","No,","['No,']","[[47850, 47853]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[]]","[[]]","[[]]"
"Q145","So you
think you're changed, do you?","[""So you\nthink you're changed, do you?""]","[[48147, 48183]]","The Caterpillar","['Alice']","Anaphoric","it unfolded its arms took the hookah out of its mouth again and said","[[]]","[[]]","[[]]"
"Q146","I'm afraid I am, sir, I can't remember things as I
used--and I don't keep the same size for ten minutes together!","[""I'm afraid I am, sir,"", ""I can't remember things as I\nused--and I don't keep the same size for ten minutes together!""]","[[48187, 48208], [48223, 48314]]","Alice","['The Caterpillar']","Explicit","said Alice","[['sir'], []]","[[[48204, 48207]], []]","[[['The Caterpillar']], []]"
"Q147","Can't remember _what_ things?","[""Can't remember _what_ things?""]","[[48318, 48347]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[]]","[[]]","[[]]"
"Q148","Well, I've tried to say but it all
came different!","[""Well, I've tried to say"", 'but it all\ncame different!']","[[48373, 48397], [48428, 48455]]","Alice","['The Caterpillar']","Explicit","Alice replied","[[], []]","[[], []]","[[], []]"
"Q149","Repeat That is not said right,","['Repeat', 'That is not said right,']","[[48501, 48507], [50090, 50113]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[], []]","[[], []]","[[], []]"
"Q150","Not _quite_ right, I'm afraid, some of the
words have got altered.","[""Not _quite_ right, I'm afraid,"", 'some of the\nwords have got altered.']","[[50139, 50169], [50193, 50228]]","Alice","['The Caterpillar']","Explicit","said Alice","[[], []]","[[], []]","[[], []]"
"Q151","It is wrong from beginning to end,","['It is wrong from beginning to end,']","[[50232, 50266]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[]]","[[]]","[[]]"
"Q152","What size do you want to be?","['What size do you want to be?']","[[50383, 50411]]","The Caterpillar","['Alice']","Anaphoric","it asked","[['you']]","[[[50396, 50399]]]","[[['Alice']]]"
"Q153","Oh, I'm not particular as to size, only one
doesn't like changing so often, you know.","[""Oh, I'm not particular as to size,"", ""only one\ndoesn't like changing so often, you know.""]","[[50425, 50459], [50485, 50535]]","Alice","['The Caterpillar']","Explicit","Alice hastily replied","[[], []]","[[], []]","[[], []]"
"Q154","I _don't_ know, Are you content now?","[""I _don't_ know,"", 'Are you content now?']","[[50539, 50554], [50706, 50726]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[], ['you']]","[[], [[50710, 50713]]]","[[], [['Alice']]]"
"Q155","Well, I should like to be a _little_ larger, sir, if you wouldn't
mind, three inches is such a wretched height to be.","[""Well, I should like to be a _little_ larger, sir, if you wouldn't\nmind,"", 'three inches is such a wretched height to be.']","[[50752, 50823], [50838, 50883]]","Alice","['The Caterpillar']","Explicit","said Alice","[['sir'], []]","[[[50797, 50800]], []]","[[['The Caterpillar']], []]"
"Q156","It is a very good height indeed!","['It is a very good height indeed!']","[[50887, 50919]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[]]","[[]]","[[]]"
"Q157","But I'm not used to it!","[""But I'm not used to it!""]","[[51024, 51047]]","Alice","['The Caterpillar']","Explicit","pleaded poor Alice","[[]]","[[]]","[[]]"
"Q158","I wish the creatures wouldn't be so easily
offended!","[""I wish the creatures wouldn't be so easily\noffended!""]","[[51116, 51168]]","Alice","['Alice']","Explicit","nan","[[]]","[[]]","[[]]"
"Q159","You'll get used to it in time,","[""You'll get used to it in time,""]","[[51172, 51202]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[['You']]","[[[51172, 51175]]]","[[['Alice']]]"
"Q160","One side will make you grow taller, and the other side will make you
grow shorter.","['One side will make you grow taller, and the other side will make you\ngrow shorter.']","[[51561, 51643]]","The Caterpillar","['Alice']","Anaphoric","it got down off the mushroom and crawled away in the grass merely remarking","[['you', 'you']]","[[[51580, 51583], [51626, 51629]]]","[[['Alice'], ['Alice']]]"
"Q161","One side of _what?_ The other side of _what?_","['One side of _what?_ The other side of _what?_']","[[51647, 51692]]","Alice","['Alice']","Explicit","thought Alice to herself","[[]]","[[]]","[[]]"
"Q162","Of the mushroom,","['Of the mushroom,']","[[51722, 51738]]","The Caterpillar","['Alice']","Explicit","said the Caterpillar","[[]]","[[]]","[[]]"
"Q163","And now which is which?","['And now which is which?']","[[52155, 52178]]","Alice","['Alice']","Anaphoric","she said to herself","[[]]","[[]]","[[]]"
"Q164","Come, my head's free at last! What _can_ all that green stuff be? And where _have_ my
shoulders got to? And oh, my poor hands, how is it I can't see you?","[""Come, my head's free at last!"", 'What _can_ all that green stuff be?', ""And where _have_ my\nshoulders got to? And oh, my poor hands, how is it I can't see you?""]","[[52851, 52880], [53180, 53215], [53230, 53317]]","Alice","[]","Explicit","said Alice","[[], [], []]","[[], [], []]","[[], [], []]"
"Q165","Serpent!","['Serpent!']","[[53993, 54001]]","The Pigeon","['Alice']","Explicit","screamed the Pigeon","[['Serpent']]","[[[53993, 54000]]]","[[['Alice']]]"
"Q166","I'm _not_ a serpent! Let me alone!","[""I'm _not_ a serpent!"", 'Let me alone!']","[[54026, 54046], [54073, 54086]]","Alice","['The Pigeon']","Explicit","said Alice","[[], []]","[[], []]","[[], []]"
"Q167","Serpent, I say again! I've tried every way, and nothing
seems to suit them!","['Serpent, I say again!', ""I've tried every way, and nothing\nseems to suit them!""]","[[54090, 54111], [54193, 54246]]","The Pigeon","['Alice']","Explicit","repeated the Pigeon","[[], []]","[[], []]","[[], []]"
"Q168","I haven't the least idea what you're talking about,","[""I haven't the least idea what you're talking about,""]","[[54250, 54301]]","Alice","['The Pigeon']","Explicit","said Alice","[['you']]","[[[54280, 54283]]]","[[['The Pigeon']]]"
"Q169","I've tried the roots of trees, and I've tried banks, and I've tried
hedges, but those
serpents! There's no pleasing them!","[""I've tried the roots of trees, and I've tried banks, and I've tried\nhedges,"", ""but those\nserpents! There's no pleasing them!""]","[[54317, 54392], [54441, 54486]]","The Pigeon","['Alice']","Explicit","the Pigeon went on","[[], []]","[[], []]","[[], []]"
"Q170","As if it wasn't trouble enough hatching the eggs, but I must be on the look-out for serpents night and day! Why, I
haven't had a wink of sleep these three weeks!","[""As if it wasn't trouble enough hatching the eggs,"", ""but I must be on the look-out for serpents night and day! Why, I\nhaven't had a wink of sleep these three weeks!""]","[[54611, 54660], [54680, 54791]]","The Pigeon","['Alice']","Explicit","said the Pigeon","[[], []]","[[], []]","[[], []]"
"Q171","I'm very sorry you've been annoyed,","[""I'm very sorry you've been annoyed,""]","[[54795, 54830]]","Alice","['The Pigeon']","Explicit","said Alice","[['you']]","[[[54810, 54813]]]","[[['The Pigeon']]]"
"Q172","And just as I'd taken the highest tree in the wood, and just as I was thinking I
should be free of them at last, they must needs come wriggling down
from the sky! Ugh, Serpent!","[""And just as I'd taken the highest tree in the wood,"", 'and just as I was thinking I\nshould be free of them at last, they must needs come wriggling down\nfrom the sky! Ugh, Serpent!']","[[54884, 54935], [54991, 55115]]","The Pigeon","['Alice']","Explicit","continued the Pigeon","[[], ['Serpent']]","[[], [[55107, 55114]]]","[[], [['Alice']]]"
"Q173","But I'm _not_ a serpent, I tell you! I'm a--I'm a--","[""But I'm _not_ a serpent, I tell you!"", ""I'm a--I'm a--""]","[[55119, 55155], [55170, 55184]]","Alice","['The Pigeon']","Explicit","said Alice","[['you'], []]","[[[55151, 55154]], []]","[[['The Pigeon']], []]"
"Q174","Well! _What_ are you? I can see you're trying to
invent something!","['Well! _What_ are you?', ""I can see you're trying to\ninvent something!""]","[[55188, 55209], [55229, 55273]]","The Pigeon","['Alice']","Explicit","said the Pigeon","[['you'], ['you']]","[[[55205, 55208]], [[55239, 55242]]]","[[['Alice']], [['Alice']]]"
"Q175","I--I'm a little girl,","[""I--I'm a little girl,""]","[[55277, 55298]]","Alice","['The Pigeon']","Explicit","said Alice","[[]]","[[]]","[[]]"
"Q176","A likely story indeed! I've seen a good many little girls in my time, but never
_one_ with such a neck as that! No, no! You're a serpent; and there's
no use denying it. I suppose you'll be telling me next that you never
tasted an egg!","['A likely story indeed!', ""I've seen a good many little girls in my time, but never\n_one_ with such a neck as that! No, no! You're a serpent; and there's\nno use denying it. I suppose you'll be telling me next that you never\ntasted an egg!""]","[[55404, 55426], [55480, 55691]]","The Pigeon","['Alice']","Explicit","said the Pigeon","[[], ['You', 'you', 'you']]","[[], [[55577, 55580], [55636, 55639], [55667, 55670]]]","[[], [['Alice'], ['Alice'], ['Alice']]]"
"Q177","I _have_ tasted eggs, certainly, but little girls eat eggs quite as much as serpents do, you
know.","['I _have_ tasted eggs, certainly,', 'but little girls eat eggs quite as much as serpents do, you\nknow.']","[[55695, 55727], [55773, 55838]]","Alice","['The Pigeon']","Explicit","said Alice","[[], ['you']]","[[], [[55829, 55832]]]","[[], [['The Pigeon']]]"
"Q178","I don't believe it, but if they do, why then
they're a kind of serpent, that's all I can say.","[""I don't believe it,"", ""but if they do, why then\nthey're a kind of serpent, that's all I can say.""]","[[55842, 55861], [55881, 55954]]","The Pigeon","['Alice']","Explicit","said the Pigeon","[[], []]","[[], []]","[[], []]"
"Q179","You're
looking for eggs, I know _that_ well enough; and what does it matter to
me whether you're a little girl or a serpent?","[""You're\nlooking for eggs, I know _that_ well enough; and what does it matter to\nme whether you're a little girl or a serpent?""]","[[56089, 56213]]","The Pigeon","['Alice']","Explicit","the Pigeon the opportunity of adding","[['You', 'you']]","[[[56089, 56092], [56179, 56182]]]","[[['Alice'], ['Alice']]]"
"Q180","It matters a good deal to _me_, but I'm not
looking for eggs, as it happens; and if I was, I shouldn't want
_yours_: I don't like them raw.","['It matters a good deal to _me_,', ""but I'm not\nlooking for eggs, as it happens; and if I was, I shouldn't want\n_yours_: I don't like them raw.""]","[[56217, 56248], [56271, 56378]]","Alice","['The Pigeon']","Explicit","said Alice","[[], ['yours']]","[[], [[56348, 56353]]]","[[], [['The Pigeon']]]"
"Q181","Well, be off, then!","['Well, be off, then!']","[[56382, 56401]]","The Pigeon","['Alice']","Explicit","said the Pigeon","[[]]","[[]]","[[]]"
"Q182","Come, there's half my plan
done now! How puzzling all these changes are! I'm never sure what I'm
going to be, from one minute to another! However, I've got back to my
right size: the next thing is, to get into that beautiful garden--how
_is_ that to be done, I wonder?","[""Come, there's half my plan\ndone now! How puzzling all these changes are! I'm never sure what I'm\ngoing to be, from one minute to another! However, I've got back to my\nright size: the next thing is, to get into that beautiful garden--how\n_is_ that to be done, I wonder?""]","[[57118, 57386]]","Alice","['Alice']","Anaphoric","got used to it in a few minutes and began talking to herself","[[]]","[[]]","[[]]"
"Q183","Whoever lives there, it'll never do to come upon them
_this_ size: why, I should frighten them out of their wits!","['Whoever lives there,', ""it'll never do to come upon them\n_this_ size: why, I should frighten them out of their wits!""]","[[57493, 57513], [57531, 57623]]","Alice","[]","Explicit","thought Alice","[[], []]","[[], []]","[[], []]"
"Q184","For the Duchess. An invitation from the
Queen to play croquet.","['For the Duchess. An invitation from the\nQueen to play croquet.']","[[58578, 58640]]","The Fish-Footman","['The Frog-Footman']","Anaphoric","he handed over to the other saying","[['Duchess', 'Queen']]","[[[58586, 58593], [58618, 58623]]]","[[['The Duchess'], ['The Queen']]]"
"Q185","From the Queen.
An invitation for the Duchess to play croquet.","['From the Queen.\nAn invitation for the Duchess to play croquet.']","[[58742, 58804]]","The Frog-Footman","['The Fish-Footman']","Explicit","The FrogFootman repeated","[['Queen', 'Duchess']]","[[[58751, 58756], [58780, 58787]]]","[[['The Queen'], ['The Duchess']]]"
"Q186","There's no sort of use in knocking, and that for
two reasons. First, because I'm on the same side of the door as you
are; secondly, because they're making such a noise inside, no one could
possibly hear you.","[""There's no sort of use in knocking,"", ""and that for\ntwo reasons. First, because I'm on the same side of the door as you\nare; secondly, because they're making such a noise inside, no one could\npossibly hear you.""]","[[59171, 59206], [59227, 59398]]","The Frog-Footman","['Alice']","Explicit","said the Footman","[[], ['you', 'they', 'you']]","[[], [[59304, 59307], [59331, 59335], [59394, 59397]]]","[[], [['Alice'], ['The Cat', 'The Duchess', 'The Baby'], ['Alice']]]"
"Q187","Please, then, how am I to get in?","['Please, then,', 'how am I to get in?']","[[59593, 59606], [59621, 59640]]","Alice","['The Frog-Footman']","Explicit","said Alice","[[], []]","[[], []]","[[], []]"
"Q188","There might be some sense in your knocking, if we had the door between us. For instance,
if you were _inside_, you might knock, and I could let you out, you
know.","['There might be some sense in your knocking,', 'if we had the door between us. For instance,\nif you were _inside_, you might knock, and I could let you out, you\nknow.']","[[59644, 59687], [59736, 59854]]","The Frog-Footman","['Alice']","Explicit","the Footman went on","[['your'], ['we', 'us', 'you', 'you', 'you', 'you']]","[[[59673, 59677]], [[59739, 59741], [59763, 59765], [59784, 59787], [59803, 59806], [59836, 59839], [59845, 59848]]]","[[['Alice']], [['The Frog-Footman', 'Alice'], ['The Frog-Footman', 'Alice'], ['Alice'], ['Alice'], ['Alice'], ['Alice']]]"
"Q189","But perhaps he can't help it, his eyes are so _very_ nearly at the top of his
head. But at any rate he might answer questions.","[""But perhaps he can't help it,"", 'his eyes are so _very_ nearly at the top of his\nhead. But at any rate he might answer questions.']","[[59960, 59989], [60013, 60109]]","Alice","['Alice']","Anaphoric","she said to herself","[['he'], ['his', 'his', 'he']]","[[[59972, 59974]], [[60013, 60016], [60057, 60060], [60083, 60085]]]","[[['The Frog-Footman']], [['The Frog-Footman'], ['The Frog-Footman'], ['The Frog-Footman']]]"
"Q190","How am I to get in?","['How am I to get in?']","[[60111, 60130]]","Alice","['The Frog-Footman']","Anaphoric","she repeated","[[]]","[[]]","[[]]"
"Q191","I shall sit here, till tomorrow--","['I shall sit here,', 'till tomorrow--']","[[60155, 60172], [60197, 60212]]","The Frog-Footman","['Alice']","Explicit","the Footman remarked","[[], []]","[[], []]","[[], []]"
"Q192","--or next day, maybe,","['--or next day, maybe,']","[[60413, 60434]]","The Frog-Footman","['Alice']","Explicit","the Footman continued","[[]]","[[]]","[[]]"
"Q193","How am I to get in?","['How am I to get in?']","[[60514, 60533]]","Alice","['The Frog-Footman']","Explicit","asked Alice","[[]]","[[]]","[[]]"
"Q194","_Are_ you to get in at all? That's the first
question, you know.","['_Are_ you to get in at all?', ""That's the first\nquestion, you know.""]","[[60574, 60601], [60622, 60658]]","The Frog-Footman","['Alice']","Explicit","said the Footman","[['you'], ['you']]","[[[60580, 60583]], [[60649, 60652]]]","[[['Alice']], [['Alice']]]"
"Q195","It's really
dreadful, the way all the creatures argue.
It's enough to drive one crazy!","[""It's really\ndreadful,"", ""the way all the creatures argue.\nIt's enough to drive one crazy!""]","[[60719, 60740], [60768, 60832]]","Alice","['Alice']","Anaphoric","she muttered to herself","[[], []]","[[], []]","[[], []]"
"Q196","I shall sit here, on and off, for
days and days.","['I shall sit here,', 'on and off, for\ndays and days.']","[[60931, 60948], [60960, 60990]]","The Frog-Footman","['Alice']","Anaphoric","he said","[[], []]","[[], []]","[[], []]"
"Q197","But what am _I_ to do?","['But what am _I_ to do?']","[[60994, 61016]]","Alice","['The Frog-Footman']","Explicit","said Alice","[[]]","[[]]","[[]]"
"Q198","Anything you like,","['Anything you like,']","[[61032, 61050]]","The Frog-Footman","['Alice']","Explicit","said the Footman","[['you']]","[[[61041, 61044]]]","[[['Alice']]]"
"Q199","Oh, there's no use in talking to him, he's
perfectly idiotic!","[""Oh, there's no use in talking to him,"", ""he's\nperfectly idiotic!""]","[[61093, 61130], [61157, 61180]]","Alice","['The Frog-Footman']","Explicit","said Alice","[['him'], ['he']]","[[[61126, 61129]], [[61157, 61159]]]","[[['The Frog-Footman']], [['The Frog-Footman']]]"
"Q200","There's certainly too much pepper in that soup!","[""There's certainly too much pepper in that soup!""]","[[61488, 61535]]","Alice","['Alice']","Explicit","Alice said to herself","[[]]","[[]]","[[]]"
"Q201","Please would you tell me, why
your cat grins like that?","['Please would you tell me,', 'why\nyour cat grins like that?']","[[61916, 61941], [62053, 62082]]","Alice","['The Cat', 'The Duchess', 'The Baby', 'The Cook']","Explicit","said Alice","[['you'], ['your cat']]","[[[61929, 61932]], [[62057, 62065]]]","[[['The Duchess']], [['The Cat']]]"
"Q202","It's a Cheshire cat, and that's why. Pig!","[""It's a Cheshire cat,"", ""and that's why. Pig!""]","[[62086, 62106], [62127, 62147]]","The Duchess","['The Cat', 'Alice', 'The Baby', 'The Cook']","Explicit","said the Duchess","[['It'], ['Pig']]","[[[62086, 62088]], [[62143, 62146]]]","[[['The Cat']], [['The Baby']]]"
"Q203","I didn't know that Cheshire cats always grinned; in fact, I didn't
know that cats _could_ grin.","[""I didn't know that Cheshire cats always grinned; in fact, I didn't\nknow that cats _could_ grin.""]","[[62349, 62444]]","Alice","['The Cat', 'The Duchess', 'The Baby', 'The Cook']","Anaphoric","she took courage and went on","[[]]","[[]]","[[]]"
"Q204","They all can, and most of 'em do.","['They all can,', ""and most of 'em do.""]","[[62448, 62461], [62482, 62501]]","The Duchess","['The Cat', 'Alice', 'The Baby', 'The Cook']","Explicit","said the Duchess","[[], []]","[[], []]","[[], []]"
"Q205","I don't know of any that do,","[""I don't know of any that do,""]","[[62505, 62533]]","Alice","['The Cat', 'The Duchess', 'The Baby', 'The Cook']","Explicit","Alice said","[[]]","[[]]","[[]]"
"Q206","You don't know much, and that's a fact.","[""You don't know much,"", ""and that's a fact.""]","[[62618, 62638], [62659, 62677]]","The Duchess","['The Cat', 'Alice', 'The Baby', 'The Cook']","Explicit","said the Duchess","[['You'], []]","[[[62618, 62621]], []]","[[['Alice']], []]"
"Q207","Oh, _please_ mind what you're doing! Oh, there goes his _precious_ nose!","[""Oh, _please_ mind what you're doing!"", 'Oh, there goes his _precious_ nose!']","[[63244, 63280], [63339, 63374]]","Alice","['The Cat', 'The Duchess', 'The Baby', 'The Cook']","Explicit","cried Alice","[['you'], ['his']]","[[[63267, 63270]], [[63354, 63357]]]","[[['The Cook']], [['The Baby']]]"
"Q208","If everybody minded their own business, the world would go round a deal faster than it does.","['If everybody minded their own business,', 'the world would go round a deal faster than it does.']","[[63459, 63498], [63537, 63589]]","The Duchess","['The Cat', 'Alice', 'The Baby', 'The Cook']","Explicit","the Duchess said","[[], []]","[[], []]","[[], []]"
"Q209","Which would _not_ be an advantage, Just
think of what work it would make with the day and night! You see the
earth takes twenty-four hours to turn round on its axis--","['Which would _not_ be an advantage,', 'Just\nthink of what work it would make with the day and night! You see the\nearth takes twenty-four hours to turn round on its axis--']","[[63593, 63627], [63725, 63856]]","Alice","['The Cat', 'The Duchess', 'The Baby', 'The Cook']","Explicit","said Alice","[[], ['You']]","[[], [[63787, 63790]]]","[[], [['The Duchess']]]"
"Q210","Talking of axes, chop off her head!","['Talking of axes,', 'chop off her head!']","[[63860, 63876], [63897, 63915]]","The Duchess","['The Cat', 'Alice', 'The Baby', 'The Cook']","Explicit","said the Duchess","[[], ['her']]","[[], [[63906, 63909]]]","[[], [['Alice']]]"
"Q211","Twenty-four hours, I _think_; or
is it twelve? I--","['Twenty-four hours, I _think_; or\nis it twelve? I--']","[[64098, 64148]]","Alice","['The Cat', 'The Duchess', 'The Baby', 'The Cook']","Anaphoric","she went on","[[]]","[[]]","[[]]"
"Q212","Oh, don't bother _me_, I never could abide
figures!","[""Oh, don't bother _me_,"", 'I never could abide\nfigures!']","[[64152, 64174], [64195, 64223]]","The Duchess","['The Cat', 'Alice', 'The Baby', 'The Cook']","Explicit","said the Duchess","[[], []]","[[], []]","[[], []]"
"Q213","""Speak roughly to your little boy,
    And beat him when he sneezes:
He only does it to annoy,
    Because he knows it teases.""","['""Speak roughly to your little boy,\n    And beat him when he sneezes:\nHe only does it to annoy,\n    Because he knows it teases.""']","[[64378, 64505]]","The Duchess","['The Cat', 'Alice', 'The Baby', 'The Cook']","Anaphoric","she began nursing her child again singing a sort of lullaby to it","[['your little boy', 'him', 'he', 'He', 'he']]","[[[64396, 64411], [64426, 64429], [64435, 64437], [64447, 64449], [64485, 64487]]]","[[['The Baby'], ['The Baby'], ['The Baby'], ['The Baby'], ['The Baby']]]"
"Q214","""I speak severely to my boy,
    I beat him when he sneezes;
For he can thoroughly enjoy
    The pepper when he pleases!""","['""I speak severely to my boy,\n    I beat him when he sneezes;\nFor he can thoroughly enjoy\n    The pepper when he pleases!""']","[[64760, 64881]]","The Duchess","['The Cat', 'Alice', 'The Baby', 'The Cook']","Explicit","the Duchess sang","[['my boy', 'him', 'he', 'he', 'he']]","[[[64781, 64787], [64800, 64803], [64809, 64811], [64825, 64827], [64869, 64871]]]","[[['The Baby'], ['The Baby'], ['The Baby'], ['The Baby'], ['The Baby']]]"
"Q215","Here! you may nurse it a bit, if you like! I must go and get ready to play
croquet with the Queen,","['Here! you may nurse it a bit, if you like!', 'I must go and get ready to play\ncroquet with the Queen,']","[[64914, 64956], [65025, 65080]]","The Duchess","['The Cat', 'Alice', 'The Baby', 'The Cook']","Explicit","the Duchess said to Alice","[['you', 'it', 'you'], ['Queen']]","[[[64920, 64923], [64934, 64936], [64947, 64950]], [[65074, 65079]]]","[[['Alice'], ['The Baby'], ['Alice']], [['The Queen']]]"
